1.043779027866751932e+02 5.549347373478537904e+00 2.715568944905953908e-01 3.483575834289531076e-02 9.887370447580789978e-01 1.213530059324600128e-03
5.607421124279309765e+01 4.499299327354260747e+00 2.764556418037527052e-01 2.063422128645795578e-02 9.899312748703269493e-01 4.257710880985145674e-04
2.034898302370275189e+02 7.877402306213963534e+00 2.227744456310497556e-01 2.181556154092685260e-02 9.715240810075878031e-01 4.759187253459668085e-04
9.703973814862266067e+01 4.944246476617552233e+00 3.298900049195516160e-01 2.706103731593707817e-02 9.899833763875898196e-01 7.322997406145390466e-04
1.402261571108264206e+02 7.151565502882768044e+00 2.398840988098566440e-01 1.994135241120600921e-02 9.841071134353889249e-01 3.976575359879117597e-04
2.534165198590647492e+02 8.511931454196028923e+00 2.318788461404918122e-01 1.880442496864165661e-02 9.703669749909046294e-01 3.536063984012737926e-04
5.228245115310699020e+01 4.348874919923126470e+00 3.008506599526136749e-01 2.946663370992792449e-02 9.930379805724838249e-01 8.682825021950607699e-04
1.153564622037155800e+02 6.596132286995516125e+00 2.034678927002435966e-01 1.609725674793994685e-02 9.840053716156925701e-01 2.591216748090981008e-04
1.413410674247277257e+02 5.362688180653426784e+00 3.361246927321718814e-01 2.823660199336965743e-02 9.888077077549959348e-01 7.973056921319674048e-04
1.179715526905829392e+02 5.327374279308134675e+00 3.353129697072771420e-01 3.802986335091884662e-02 9.892865767860782311e-01 1.446270506489560513e-03
9.312475976937859912e+01 4.825992953235106242e+00 3.421695861590974275e-01 2.526159647637326450e-02 9.888053438071762180e-01 6.381482565351141722e-04
1.584807415118513916e+02 7.010970531710442266e+00 2.318265421768461731e-01 1.930394596568622834e-02 9.804320443511398420e-01 3.726423298461336024e-04
1.409315342729019562e+02 6.940462844330554937e+00 2.462964475357264649e-01 2.158932793483828508e-02 9.869482285083738260e-01 4.660990806779887960e-04
2.645034433055733416e+02 7.721732863549006787e+00 2.902119534442144100e-01 2.420932372579430100e-02 9.673683425708905492e-01 5.860913552603068052e-04
5.695669843049326886e+01 3.886150704676489376e+00 3.201194567590357476e-01 2.196714961363959231e-02 9.924629636679483946e-01 4.825556621480260426e-04
1.227934016655989780e+02 5.964926329276106109e+00 3.085690527554576512e-01 2.762626396583154481e-02 9.842398811909152112e-01 7.632104607098023994e-04
8.189525944907111921e+01 4.713605060858425233e+00 3.094206286085832702e-01 2.668529905547935288e-02 9.875842715938611960e-01 7.121051856803673353e-04
5.697795884048684911e+01 4.256506245996154902e+00 3.129811931918499712e-01 3.855827241115754311e-02 9.936718187423210225e-01 1.486740371333032749e-03
1.002504404228058945e+02 5.807054772581677682e+00 2.660007561028996936e-01 2.483710620469641028e-02 9.882537337478368711e-01 6.168818446233688630e-04
9.411282831518258263e+01 5.489790198590648096e+00 2.507185624681869673e-01 1.971538838401120514e-02 9.844942444428846917e-01 3.886965391324039292e-04
1.975842408712363749e+02 6.966487828315182540e+00 2.705312932721691266e-01 2.465698554599091152e-02 9.815307764894800613e-01 6.079669362152047936e-04
1.005442424727738739e+02 4.406910634208839994e+00 3.462527687634729401e-01 2.580954786495017958e-02 9.834033877885507424e-01 6.661327609931542862e-04
8.408978619474694938e+01 5.241571909032671783e+00 2.679547792438193854e-01 2.495309454677113042e-02 9.919789422881861718e-01 6.226569274600991409e-04
1.913631286034593302e+02 8.624059096732864305e+00 1.898964538965737248e-01 1.779744549904114376e-02 9.808487274124112476e-01 3.167490662913398890e-04
1.778632887572069308e+02 6.803431294042280975e+00 3.128760968943103959e-01 2.609377458004570952e-02 9.750815214279230370e-01 6.808850718342396172e-04
1.208637291800128253e+02 6.214906310057655148e+00 2.575855755526790247e-01 2.044169542107458423e-02 9.866158098872847004e-01 4.178629116879815832e-04
1.308622277386290875e+02 6.589325752722613672e+00 2.753804817408424532e-01 2.751938134203225569e-02 9.759480749406179712e-01 7.573163494481929955e-04
1.090289678090967271e+02 5.955217008327995387e+00 2.456307875683265418e-01 1.800260429318370839e-02 9.879938455910591832e-01 3.240937613369564391e-04
2.249368393657910588e+02 7.842789077514409790e+00 3.036472137161995155e-01 4.099445448084363536e-02 9.638925516841398977e-01 1.680545298181960979e-03
8.972509609224854898e+01 4.525384368994234130e+00 3.326733615256836640e-01 3.295545232300738786e-02 9.927516976357904088e-01 1.086061837814013189e-03
1.679420243433696101e+02 7.281310057655348444e+00 2.300460136991218096e-01 1.867019939194768108e-02 9.762941999254240999e-01 3.485763453350835183e-04
1.499095731902627051e+02 7.663456918641900373e+00 1.949561935345428265e-01 2.082827715107448893e-02 9.821847969214517748e-01 4.338171290819716440e-04
1.727843329596412332e+02 6.751501441383727098e+00 3.153694048739173472e-01 4.076776580695073288e-02 9.805159513529316806e-01 1.662010728890381218e-03
1.365655429212043828e+02 7.555493273542603028e+00 1.783274376645461734e-01 1.697892338427407083e-02 9.786673805650172309e-01 2.882838392890489220e-04
6.809805413196667701e+01 4.347053171044201747e+00 3.230307444237976999e-01 2.914080395912405086e-02 9.933471369131162687e-01 8.491864553841000415e-04
1.020671844971172106e+02 5.422445547725815551e+00 2.938428798693825672e-01 2.258881622876878631e-02 9.903374550059986792e-01 5.102546186170881350e-04
1.307296004163997338e+02 6.568125400384367651e+00 2.444993119367905310e-01 2.020600223144310495e-02 9.826709057047867679e-01 4.082825261770837749e-04
1.090891255605381218e+02 4.843289557975656301e+00 3.542563431161295795e-01 5.160823473434100056e-02 9.893165669511186922e-01 2.663409892394841012e-03
1.711752482383087681e+02 6.871396540679052478e+00 2.720722092477339538e-01 5.892287040898941397e-02 9.760490599089223229e-01 3.471904657234560227e-03
1.384627642536835310e+02 6.562980461242793773e+00 2.522661454811779835e-01 1.835720306280628003e-02 9.847495636716503409e-01 3.369869042891042660e-04
9.944758968609863814e+01 5.066824151185135960e+00 3.427544330872632217e-01 3.258754611472287205e-02 9.843599408032981390e-01 1.061948161779189713e-03
1.674372797885970670e+02 8.406129884689303111e+00 1.586971276570066092e-01 1.350913860008478955e-02 9.800140232800683693e-01 1.824968257163008174e-04
3.005290278667520170e+02 9.390735105701471852e+00 2.743787993833787242e-01 3.654047297602201760e-02 9.531460909364719569e-01 1.335206165311395455e-03
6.760872437540038504e+01 4.680993754003843321e+00 2.821398580364084530e-01 2.688409982070518942e-02 9.904957821805918661e-01 7.227548231696407808e-04
8.315414798206278135e+01 5.222653747597694185e+00 2.925847884443630864e-01 2.480499113312442661e-02 9.847267794710248268e-01 6.152875851143813773e-04
1.951301649583600692e+02 7.830317104420243979e+00 2.403107705427877105e-01 2.496413397221477343e-02 9.788223703339099524e-01 6.232079849826877233e-04
1.590531910634208828e+02 7.085742312620115335e+00 2.470469222877729187e-01 1.816138157526379915e-02 9.810607124179354654e-01 3.298357807223313500e-04
2.752845131326072305e+02 8.596772901985904269e+00 2.883254666405205002e-01 3.715594718671041963e-02 9.770857223405942094e-01 1.380564411341613906e-03
2.105255445227417965e+02 8.035353939782188704e+00 2.258769946309271137e-01 1.935198940392264186e-02 9.794551796305361879e-01 3.744994938895342303e-04
1.122405709481101610e+02 5.991932254964765114e+00 2.795975891005620384e-01 3.266883134272409450e-02 9.902405297625559433e-01 1.067252541299352001e-03
1.986476417360665891e+02 8.440602978859704564e+00 2.267226755803216087e-01 3.276069101228008817e-02 9.819969449951022611e-01 1.073262875602089272e-03
1.197391495836002662e+02 6.405989750160154372e+00 2.060796141976312945e-01 1.748782147783914387e-02 9.791635212851583780e-01 3.058239000407720980e-04
2.120534112748238442e+02 8.135490070467648493e+00 2.120263837611413571e-01 2.924363823776241281e-02 9.809132635337596273e-01 8.551903773811199818e-04
2.176310858424087087e+02 7.999119154388212749e+00 2.281020942276349994e-01 2.223788275064269085e-02 9.826013546868921367e-01 4.945234292313317606e-04
1.485431614349775487e+02 6.037395900064060683e+00 2.869129994318040944e-01 2.453836460001494399e-02 9.842145678418474652e-01 6.021313372432665146e-04
2.482937019538758250e+02 9.904888693145423417e+00 1.648201371045898700e-01 1.392349955678198400e-02 9.698345880265079044e-01 1.938638399077081183e-04
1.677535434016655245e+02 6.103879724535550721e+00 3.040012766756075568e-01 2.700469393697450815e-02 9.863343347991401222e-01 7.292534946296677558e-04
8.993802049967969481e+01 5.739349775784752694e+00 2.462199294128692151e-01 2.018685815535633740e-02 9.870261431660968254e-01 4.075092421844766469e-04
5.593357623318385663e+01 4.188060538116591403e+00 3.251785885344697924e-01 4.499915095996465109e-02 9.955820683405322002e-01 2.024923587117687888e-03
1.647039357783472155e+02 6.768357623318387084e+00 2.570808353657360046e-01 2.022772879144782779e-02 9.799822612869120153e-01 4.091610120603673614e-04
1.083527586483023697e+02 5.275604580397181387e+00 3.135615069712632819e-01 3.036643906959504702e-02 9.887035682538344306e-01 9.221206217674285735e-04
1.016338084561178761e+02 4.983183856502241937e+00 3.143598636941604130e-01 3.151129593475469892e-02 9.903790991044031378e-01 9.929617714876880739e-04
1.140284673286354860e+02 6.054972773862908220e+00 2.553497742340131160e-01 2.374455693517189478e-02 9.892866586399904349e-01 5.638039840476197391e-04
8.946276425368354523e+01 5.047485586162716587e+00 2.983397272111789067e-01 3.329897469599103765e-02 9.859825806139730364e-01 1.108821715804251228e-03
1.955730100896860790e+02 8.024563581037796212e+00 2.129316139759491189e-01 1.776823211184973272e-02 9.808789750139583763e-01 3.157100723805679812e-04
1.299646460602178308e+02 7.160714285714286476e+00 1.987829296142347157e-01 1.425918635320795082e-02 9.828938474542556758e-01 2.033243954555118496e-04
6.833283952594493371e+01 5.099215246636772392e+00 2.510035529832185253e-01 1.720433160999622346e-02 9.916626278712403764e-01 2.959890261467153011e-04
1.199057295003203194e+02 5.879944746957079360e+00 2.579785277282661271e-01 1.941193842866882971e-02 9.838858205408569368e-01 3.768233535584296920e-04
7.892999279308136806e+01 5.146600736707238610e+00 2.802441481479741592e-01 3.075690530023425864e-02 9.929993149096714156e-01 9.459872236475782344e-04
1.856663597053170633e+02 7.195187379884687928e+00 2.484951896864557586e-01 1.910785374808701004e-02 9.821895448536255291e-01 3.651100748582827458e-04
2.244955757527226297e+02 7.506546284433055938e+00 2.779228534857979271e-01 2.750453019483030739e-02 9.629625479667498489e-01 7.564991812383321714e-04
1.270122517616912035e+02 5.557455156950672936e+00 2.721414196320083301e-01 2.784809646851469853e-02 9.849493896171199747e-01 7.755164769197007459e-04
1.644960762331838851e+02 6.680132927610506144e+00 2.295703323874779545e-01 2.206834869755920289e-02 9.691764821488851878e-01 4.870120142370630177e-04
7.249951953875721244e+01 5.309537155669442399e+00 2.396217947056937803e-01 2.241848582637523402e-02 9.862797159854852502e-01 5.025885067473872094e-04
3.928533392056374396e+01 4.089586002562460187e+00 2.773911079535021362e-01 2.141287741450859441e-02 9.951920909615641353e-01 4.585113191687722914e-04
8.748991031390134765e+01 4.363589045483664108e+00 3.789156304422369725e-01 2.543620342303426485e-02 9.913399817641984635e-01 6.470004445779801213e-04
1.818305373158231646e+02 6.934517136450991437e+00 2.744553618213127488e-01 4.146512969766073115e-02 9.866919981928203853e-01 1.719356980843825874e-03
9.101971893017295656e+01 5.216668001281229650e+00 3.050286528897190319e-01 2.937917673630744200e-02 9.921193493725932733e-01 8.631360257031884088e-04
